panel,label,metric,algorithm,sweep_value,mean,std,count,half_ci,lower,upper
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,0.0,295.9819881916046,40.1124224769918,64.0,9.827543506862991,286.15444468474163,305.8095316984676
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,5.0,300.0902192592621,42.28935560197175,64.0,10.360892122483078,289.72932713677903,310.45111138174514
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,10.0,301.882541179657,42.203567678082045,64.0,10.339874081130102,291.54266709852686,312.2224152607871
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,15.0,303.26741218566895,41.96183533901238,64.0,10.280649658058033,292.9867625276109,313.548061843727
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,20.0,303.3345572948456,42.258774760299005,64.0,10.353399816273257,292.9811574785723,313.68795711111886
quality,DU-Cognitive,weighted_sum_rate_bps_per_hz,du_pf_cognitive,25.0,303.57137632369995,42.37422203010064,64.0,10.381684397374656,293.1896919263253,313.9530607210746
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,0.0,241.47437357902527,19.21666649349971,64.0,4.708083290907428,236.76629028811783,246.1824568699327
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,5.0,242.31759452819824,19.479020913762877,64.0,4.772360123871905,237.54523440432635,247.08995465207013
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,10.0,241.68961000442505,20.49698158163828,64.0,5.021760487501378,236.66784951692367,246.71137049192643
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,15.0,243.49273657798767,20.20072430363171,64.0,4.949177454389769,238.5435591235979,248.44191403237744
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,20.0,243.82600140571594,19.912846405802757,64.0,4.878647369421675,238.94735403629426,248.70464877513763
quality,DU-Soft,weighted_sum_rate_bps_per_hz,du_pf_soft,25.0,243.91915225982666,19.18361272935666,64.0,4.699985118692382,239.21916714113428,248.61913737851904
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,0.0,416.4743161201477,56.705447990972544,64.0,13.892834757788274,402.58148136235945,430.36715087793596
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,5.0,454.1679549217224,61.18058000860403,64.0,14.989242102107987,439.1787128196144,469.1571970238304
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,10.0,471.03126335144043,63.54504571044344,64.0,15.568536199058642,455.4627271523818,486.5997995504991
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,15.0,475.67906427383423,67.85676973838125,64.0,16.624908585903405,459.0541556879308,492.30397285973766
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,20.0,478.57229232788086,65.06844040239717,64.0,15.941767898587306,462.63052442929353,494.5140602264682
quality,PF-Cognitive,weighted_sum_rate_bps_per_hz,pf_fs_cognitive,25.0,483.22692131996155,62.71195969703567,64.0,15.364430125773739,467.8624911941878,498.5913514457353
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,0.0,17.040004633257922,0.06226794303064333,64.0,0.015255646042507615,17.024748987215414,17.05526027930043
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,5.0,17.101232713717764,0.08430100524372054,64.0,0.020653746284711533,17.080578967433052,17.121886460002475
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,10.0,17.073636344368424,0.06258212104496703,64.0,0.015332619656016924,17.058303724712406,17.088968964024442
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,15.0,17.088384076680086,0.044368745433042055,64.0,0.010870342631095303,17.077513734048992,17.09925441931118
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,20.0,17.093955763186386,0.05007870337157203,64.0,0.012269282326035148,17.081686480860352,17.10622504551242
runtime,DU-Cognitive,runtime_sec,du_pf_cognitive,25.0,17.092940100792475,0.04069204999243092,64.0,0.009969552248145577,17.08297054854433,17.10290965304062
runtime,DU-Soft,runtime_sec,du_pf_soft,0.0,17.03977405367914,0.0754706923657296,64.0,0.018490319629603753,17.021283734049536,17.05826437330874
runtime,DU-Soft,runtime_sec,du_pf_soft,5.0,17.09686862806484,0.08017010086777705,64.0,0.01964167471260538,17.077226953352234,17.116510302777446
runtime,DU-Soft,runtime_sec,du_pf_soft,10.0,17.070050004374934,0.05364006630715544,64.0,0.013141816245253082,17.056908188129682,17.083191820620186
runtime,DU-Soft,runtime_sec,du_pf_soft,15.0,17.090203308216587,0.04367681052693483,64.0,0.010700818579099033,17.079502489637488,17.100904126795687
runtime,DU-Soft,runtime_sec,du_pf_soft,20.0,17.09405869715556,0.053991867156555476,64.0,0.013228007453356092,17.080830689702204,17.107286704608917
runtime,DU-Soft,runtime_sec,du_pf_soft,25.0,17.097121588041773,0.054066663019900624,64.0,0.013246332439875653,17.083875255601896,17.11036792048165
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,0.0,47.34946604065408,0.17696916717312758,64.0,0.04335744595741626,47.30610859469666,47.3928234866115
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,5.0,47.56276470221928,0.2111501748795074,64.0,0.05173179284547932,47.5110329093738,47.61449649506476
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,10.0,47.53584718539423,0.12063684316238768,64.0,0.029556026574784983,47.506291158819444,47.56540321196902
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,15.0,47.610942590672494,0.11524779107574455,64.0,0.028235708813557414,47.58270688185894,47.63917829948605
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,20.0,47.64697429404987,0.15873744789089375,64.0,0.038890674733268966,47.6080836193166,47.685864968783136
runtime,PF-Cognitive,runtime_sec,pf_fs_cognitive,25.0,47.64609913251843,0.11579797220612789,64.0,0.028370503190501332,47.61772862932793,47.67446963570893
protection_at_25dB,DU-Cognitive,protection_satisfaction,du_pf_cognitive,25.0,0.7434895820915699,,,,,
protection_at_25dB,DU-Soft,protection_satisfaction,du_pf_soft,25.0,0.4049479183740914,,,,,
protection_at_25dB,PF-Cognitive,protection_satisfaction,pf_fs_cognitive,25.0,0.9127604179084301,,,,,
