algorithm,sweep_value,iteration,batch_index,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,15.0,1.0,31.5,251.16731572151184,0.0,1.667741433996917e-16,0.6348056327551603,8.0
du_pf_cognitive,15.0,2.0,31.5,288.79530143737793,0.0,2.926688356385556e-16,0.5632544392719865,8.0
du_pf_cognitive,15.0,3.0,31.5,263.433438539505,0.0,5.290667976666152e-16,0.4576215259730816,8.0
du_pf_cognitive,15.0,4.0,31.5,260.71583247184753,0.0,5.752844886890561e-16,0.2987727466970682,8.0
du_pf_cognitive,15.0,5.0,31.5,262.1664116382599,0.0,4.41405544775365e-16,0.25985653745010495,8.0
du_pf_cognitive,15.0,6.0,31.5,262.54535007476807,0.0,3.0401684043538686e-16,0.23584976862184703,8.0
du_pf_cognitive,15.0,7.0,31.5,262.2492640018463,0.0,2.4935952488474097e-16,0.21737429057247937,8.0
du_pf_cognitive,15.0,8.0,31.5,263.4691195487976,0.0,2.4635515196038917e-16,0.20613760268315673,8.0
du_pf_cognitive,15.0,9.0,31.5,265.1055645942688,0.0,2.5287367929444185e-16,0.1962009621784091,8.0
du_pf_cognitive,15.0,10.0,31.5,266.8856782913208,0.0,2.573480117243045e-16,0.18745328555814922,8.0
du_pf_cognitive,15.0,11.0,31.5,268.69769501686096,0.0,2.546967456598393e-16,0.18079523113556206,8.0
du_pf_cognitive,15.0,12.0,31.5,271.01458191871643,0.0,2.508839724315619e-16,0.17714243452064693,8.0
du_pf_cognitive,15.0,13.0,31.5,273.56386280059814,0.0,2.2541296378868604e-16,0.17273521097376943,8.0
du_pf_cognitive,15.0,14.0,31.5,276.23929619789124,0.0,2.1627212832905245e-16,0.16981814615428448,8.0
du_pf_cognitive,15.0,15.0,31.5,279.4858636856079,0.0,2.302014660326412e-16,0.16809547774028033,8.0
du_pf_cognitive,15.0,16.0,31.5,283.1157536506653,0.0,2.319188915076483e-16,0.16425245651043952,8.0
du_pf_cognitive,15.0,17.0,31.5,286.9821741580963,0.0,2.1987594911715408e-16,0.15949800587259233,8.0
du_pf_cognitive,15.0,18.0,31.5,291.0377585887909,0.0,2.12418287237723e-16,0.15889577905181795,8.0
du_pf_cognitive,15.0,19.0,31.5,295.4587903022766,0.0,1.942829941996532e-16,0.1572631993331015,8.0
du_pf_cognitive,15.0,20.0,31.5,303.75441813468933,0.0,1.3746401086294494e-16,0.11453763151075691,8.0
du_pf_cognitive,15.0,21.0,31.5,307.6286482810974,0.0,1.1661647862309748e-16,0.10818696476053447,8.0
du_pf_cognitive,15.0,22.0,31.5,311.6853461265564,0.0,1.0005466839856076e-16,0.10475595493335277,8.0
du_pf_cognitive,15.0,23.0,31.5,315.7653169631958,0.0,9.370125954966346e-17,0.10200814122799784,8.0
du_pf_cognitive,15.0,24.0,31.5,319.93430757522583,0.0,8.931680525643839e-17,0.09960911108646542,8.0
du_pf_cognitive,15.0,25.0,31.5,324.22668170928955,0.0,9.558240061150706e-17,0.097435645875521,8.0
du_pf_cognitive,15.0,26.0,31.5,328.5555591583252,0.0,9.504000835768868e-17,0.09535178611986339,8.0
du_pf_cognitive,15.0,27.0,31.5,332.89720726013184,0.0,9.566660098042005e-17,0.09344587731175125,8.0
du_pf_cognitive,15.0,28.0,31.5,337.2708315849304,0.0,9.857707236163483e-17,0.09174731158418581,8.0
du_pf_cognitive,15.0,29.0,31.5,341.6754288673401,0.0,9.332994148141086e-17,0.08993628824828193,8.0
du_pf_cognitive,15.0,30.0,31.5,346.1044442653656,0.0,8.809730280551881e-17,0.08804456290090457,8.0
du_pf_cognitive,15.0,31.0,31.5,350.607572555542,0.0,7.202473351736026e-17,0.08587201661430299,8.0
du_pf_cognitive,15.0,32.0,31.5,355.17322993278503,0.0,6.442486274701905e-17,0.08371525112306699,8.0
du_pf_cognitive,15.0,33.0,31.5,359.72862219810486,0.0,5.52424300287414e-17,0.08165311568882316,8.0
du_pf_cognitive,15.0,34.0,31.5,364.21491050720215,0.0,5.3864029490872836e-17,0.07984394929371774,8.0
du_pf_cognitive,15.0,35.0,31.5,368.59853196144104,0.0,5.898448924081289e-17,0.07796422962564975,8.0
du_pf_cognitive,15.0,36.0,31.5,372.8924593925476,0.0,6.003162048696622e-17,0.07604759326204658,8.0
du_pf_cognitive,15.0,37.0,31.5,377.14925599098206,0.0,5.798540064463664e-17,0.07429597212467343,8.0
du_pf_cognitive,15.0,38.0,31.5,381.4224121570587,0.0,5.472277531560089e-17,0.07270092965336516,8.0
du_pf_cognitive,15.0,39.0,31.5,385.73163175582886,0.0,5.446697136553009e-17,0.07117679575458169,8.0
du_pf_cognitive,15.0,40.0,31.5,390.0683193206787,0.0,4.9191160479107674e-17,0.06974434078438208,8.0
du_pf_cognitive,15.0,41.0,31.5,394.4004683494568,0.0,4.163259579983492e-17,0.06836012291023508,8.0
du_pf_cognitive,15.0,42.0,31.5,398.7005054950714,0.0,3.9727062836088364e-17,0.06690967560280114,8.0
du_pf_cognitive,15.0,43.0,31.5,402.9131450653076,0.0,3.480818369270503e-17,0.0653666264261119,8.0
du_pf_cognitive,15.0,44.0,31.5,407.0014679431915,0.0,3.4843494378693695e-17,0.06381649902323261,8.0
du_pf_cognitive,15.0,45.0,31.5,410.96452355384827,0.0,3.057930552908893e-17,0.062191517994506285,8.0
du_pf_cognitive,15.0,46.0,31.5,414.80594849586487,0.0,2.84776447333836e-17,0.06052587629528716,8.0
du_pf_cognitive,15.0,47.0,31.5,418.5592792034149,0.0,2.980051167364781e-17,0.059014245111029595,8.0
du_pf_cognitive,15.0,48.0,31.5,422.25080490112305,0.0,2.715044998415452e-17,0.05761484638787806,8.0
du_pf_cognitive,15.0,49.0,31.5,425.89333295822144,0.0,3.145560081769291e-17,0.05634132426348515,8.0
du_pf_cognitive,15.0,50.0,31.5,429.47123885154724,0.0,2.5809504184422358e-17,0.05509293044451624,8.0
du_pf_cognitive,15.0,51.0,31.5,432.97965145111084,0.0,2.8520909588142576e-17,0.053848697047214955,8.0
du_pf_cognitive,15.0,52.0,31.5,436.40642499923706,0.0,3.0066307965518247e-17,0.052534644317347556,8.0
du_pf_cognitive,15.0,53.0,31.5,439.77646923065186,0.0,2.915860628341686e-17,0.05124348698882386,8.0
du_pf_cognitive,15.0,54.0,31.5,443.10105895996094,0.0,2.6235125005527843e-17,0.05007191436016001,8.0
du_pf_cognitive,15.0,55.0,31.5,446.37268447875977,0.0,2.594321627608033e-17,0.0489369259448722,8.0
du_pf_cognitive,15.0,56.0,31.5,449.5639262199402,0.0,2.3865245933118518e-17,0.04775047366274521,8.0
edge_fs_soft,15.0,1.0,31.5,248.2104208469391,0.0,2.002387224033036e-15,0.6928214877843857,
edge_fs_soft,15.0,2.0,31.5,268.83253169059753,0.0,3.4507224548565004e-15,0.6783139919862151,
edge_fs_soft,15.0,3.0,31.5,250.17610716819763,0.0,4.125414346423517e-15,0.45911859162151814,
edge_fs_soft,15.0,4.0,31.5,251.14066123962402,0.0,3.494885138069784e-15,0.335873965639621,
edge_fs_soft,15.0,5.0,31.5,252.15310430526733,0.0,3.5479148930471705e-15,0.29177185148000717,
edge_fs_soft,15.0,6.0,31.5,253.256906747818,0.0,3.048558027468406e-15,0.26264715823344886,
edge_fs_soft,15.0,7.0,31.5,253.22189784049988,0.0,3.1326991305448757e-15,0.2446412465069443,
edge_fs_soft,15.0,8.0,31.5,254.040043592453,0.0,2.753169488150225e-15,0.23162165679968894,
edge_fs_soft,15.0,9.0,31.5,254.23012137413025,0.0,2.943368089478218e-15,0.22414229693822563,
edge_fs_soft,15.0,10.0,31.5,255.56156492233276,0.0,2.693629980570724e-15,0.21615571551956236,
edge_fs_soft,15.0,11.0,31.5,256.69091391563416,0.0,2.8283613837364876e-15,0.2119059693068266,
edge_fs_soft,15.0,12.0,31.5,257.6018626689911,0.0,2.966233346842654e-15,0.20552942669019103,
edge_fs_soft,15.0,13.0,31.5,258.4086797237396,0.0,3.0503613076735513e-15,0.2007063697092235,
edge_fs_soft,15.0,14.0,31.5,259.5814106464386,0.0,2.694022275939311e-15,0.19676674506627023,
edge_fs_soft,15.0,15.0,31.5,260.70000195503235,0.0,2.369377774488338e-15,0.19317991379648447,
edge_fs_soft,15.0,16.0,31.5,262.26852560043335,0.0,2.6299224620858006e-15,0.18908439087681472,
edge_fs_soft,15.0,17.0,31.5,263.95919275283813,0.0,2.5715822737502726e-15,0.1866369405761361,
edge_fs_soft,15.0,18.0,31.5,266.0086808204651,0.0,2.308284689369564e-15,0.18403508700430393,
edge_fs_soft,15.0,19.0,31.5,268.21973395347595,0.0,1.8900751153849785e-15,0.18191097723320127,
edge_fs_soft,15.0,20.0,31.5,270.4616355895996,0.0,1.544287506900236e-15,0.1797594246454537,
edge_fs_soft,15.0,21.0,31.5,272.85332703590393,0.0,1.3004986662466803e-15,0.1775788483209908,
edge_fs_soft,15.0,22.0,31.5,275.3504376411438,0.0,1.1396191971804986e-15,0.17588478093966842,
edge_fs_soft,15.0,23.0,31.5,278.04015350341797,0.0,1.0439537211657116e-15,0.17504164238926023,
edge_fs_soft,15.0,24.0,31.5,280.9557077884674,0.0,9.860088060489758e-16,0.17211938824038953,
edge_fs_soft,15.0,25.0,31.5,283.84188508987427,0.0,9.629119910525843e-16,0.1695842701010406,
edge_fs_soft,15.0,26.0,31.5,286.9288098812103,0.0,9.780782350871808e-16,0.16744673845823854,
edge_fs_soft,15.0,27.0,31.5,289.89420795440674,0.0,1.0114336249264467e-15,0.16556657839100808,
edge_fs_soft,15.0,28.0,31.5,292.73062801361084,0.0,1.0573728671023675e-15,0.16427887289319187,
edge_fs_soft,15.0,29.0,31.5,295.65881180763245,0.0,1.0196874051320682e-15,0.1634753665421158,
edge_fs_soft,15.0,30.0,31.5,298.7267851829529,0.0,8.732825909339397e-16,0.16114822565577924,
edge_fs_soft,15.0,31.0,31.5,301.9410219192505,0.0,6.991122749528317e-16,0.1580094920936972,
edge_fs_soft,15.0,32.0,31.5,305.14886689186096,0.0,5.751642364803256e-16,0.15514817321673036,
edge_fs_soft,15.0,33.0,31.5,308.54613304138184,0.0,4.779276864019493e-16,0.15257990395184606,
edge_fs_soft,15.0,34.0,31.5,311.9560458660126,0.0,4.210007857738049e-16,0.14993567415513098,
edge_fs_soft,15.0,35.0,31.5,315.5390033721924,0.0,4.22390581551792e-16,0.14703489025123417,
edge_fs_soft,15.0,36.0,31.5,319.27203035354614,0.0,4.1777398729146004e-16,0.14494763570837677,
edge_fs_soft,15.0,37.0,31.5,323.2378599643707,0.0,3.9561850383215393e-16,0.14288320718333125,
edge_fs_soft,15.0,38.0,31.5,327.3437933921814,0.0,3.7563817451161726e-16,0.14057814178522676,
edge_fs_soft,15.0,39.0,31.5,331.6268689632416,0.0,4.2144341342830447e-16,0.13836717780213803,
edge_fs_soft,15.0,40.0,31.5,336.06090235710144,0.0,3.9971814329686474e-16,0.1362707136431709,
edge_fs_soft,15.0,41.0,31.5,340.72499895095825,0.0,3.3654534082967535e-16,0.1341846266295761,
edge_fs_soft,15.0,42.0,31.5,345.1584281921387,0.0,2.768404897718921e-16,0.13141315418761224,
edge_fs_soft,15.0,43.0,31.5,349.42010593414307,0.0,2.507641966788642e-16,0.1282009410788305,
edge_fs_soft,15.0,44.0,31.5,353.3028988838196,0.0,2.4020839268084233e-16,0.1255336418398656,
edge_fs_soft,15.0,45.0,31.5,356.9838316440582,0.0,2.356514745386224e-16,0.12278779142070562,
edge_fs_soft,15.0,46.0,31.5,360.5927517414093,0.0,2.481557454829048e-16,0.12036091409390792,
edge_fs_soft,15.0,47.0,31.5,364.3502666950226,0.0,2.819993307022546e-16,0.11821453383890912,
edge_fs_soft,15.0,48.0,31.5,368.1306209564209,0.0,3.7428873191263295e-16,0.11555158830014989,
edge_fs_soft,15.0,49.0,31.5,371.7462697029114,0.0,4.55788892138682e-16,0.11297054099850357,
edge_fs_soft,15.0,50.0,31.5,375.2640128135681,0.0,4.540277121179933e-16,0.11025173089001328,
edge_fs_soft,15.0,51.0,31.5,378.7148253917694,0.0,3.994554969087669e-16,0.10770133545156568,
edge_fs_soft,15.0,52.0,31.5,382.17818689346313,0.0,2.665094142026886e-16,0.10606268321862444,
edge_fs_soft,15.0,53.0,31.5,385.65599060058594,0.0,1.5111656731612856e-16,0.10475130198756233,
edge_fs_soft,15.0,54.0,31.5,389.2562725543976,0.0,1.1143924119591178e-16,0.10318015498341992,
edge_fs_soft,15.0,55.0,31.5,392.94440174102783,0.0,1.0452315100713142e-16,0.10171324806287885,
edge_fs_soft,15.0,56.0,31.5,396.68536901474,0.0,1.0347276397808708e-16,0.10040317429229617,
pf_fs_cognitive,15.0,1.0,31.5,257.77144026756287,0.0,1.545349672981203e-16,0.6559759015217423,8.0
pf_fs_cognitive,15.0,2.0,31.5,281.9563410282135,0.0,3.5694705580658124e-16,0.6457992577925324,8.0
pf_fs_cognitive,15.0,3.0,31.5,259.91085386276245,0.0,5.641093977274729e-16,0.45342838019132614,8.0
pf_fs_cognitive,15.0,4.0,31.5,260.0110936164856,0.0,4.701301260826528e-16,0.3208903595805168,8.0
pf_fs_cognitive,15.0,5.0,31.5,260.90008640289307,0.0,4.0206410692340393e-16,0.27967043267562985,8.0
pf_fs_cognitive,15.0,6.0,31.5,261.31173610687256,0.0,3.078045203126019e-16,0.2526373916771263,8.0
pf_fs_cognitive,15.0,7.0,31.5,261.3655261993408,0.0,2.5801348845327075e-16,0.2319257566705346,8.0
pf_fs_cognitive,15.0,8.0,31.5,262.9973945617676,0.0,2.684809627967618e-16,0.2166602115612477,8.0
pf_fs_cognitive,15.0,9.0,31.5,264.92325711250305,0.0,2.923321665118016e-16,0.20707312505692244,8.0
pf_fs_cognitive,15.0,10.0,31.5,267.36745977401733,0.0,2.8715705990187384e-16,0.19858676008880138,8.0
pf_fs_cognitive,15.0,11.0,31.5,270.11118245124817,0.0,2.3975025373549616e-16,0.19242675020359457,8.0
pf_fs_cognitive,15.0,12.0,31.5,272.75347328186035,0.0,1.9332592637859465e-16,0.18580424576066434,8.0
pf_fs_cognitive,15.0,13.0,31.5,275.5186173915863,0.0,1.8613016973343256e-16,0.17945875134319067,8.0
pf_fs_cognitive,15.0,14.0,31.5,278.75189685821533,0.0,1.6421013496368354e-16,0.1742436399217695,8.0
pf_fs_cognitive,15.0,15.0,31.5,282.36270475387573,0.0,1.625452520011858e-16,0.16980878869071603,8.0
pf_fs_cognitive,15.0,16.0,31.5,286.0967061519623,0.0,1.3130576369905096e-16,0.16549431486055255,8.0
pf_fs_cognitive,15.0,17.0,31.5,290.14787197113037,0.0,1.2955650831407282e-16,0.16143913427367806,8.0
pf_fs_cognitive,15.0,18.0,31.5,294.51252007484436,0.0,1.3287445548247612e-16,0.15783766482491046,8.0
pf_fs_cognitive,15.0,19.0,31.5,299.0895230770111,0.0,1.3698829598394324e-16,0.15365047717932612,8.0
pf_fs_cognitive,15.0,20.0,31.5,303.94437074661255,0.0,1.5141247298229593e-16,0.14965304906945676,8.0
pf_fs_cognitive,15.0,21.0,31.5,309.1870484352112,0.0,1.3895727700939507e-16,0.14564183563925326,8.0
pf_fs_cognitive,15.0,22.0,31.5,314.50931763648987,0.0,1.3279353736623373e-16,0.14194510166998953,8.0
pf_fs_cognitive,15.0,23.0,31.5,319.8312122821808,0.0,1.1487819496176424e-16,0.1386011637514457,8.0
pf_fs_cognitive,15.0,24.0,31.5,325.0566985607147,0.0,1.0314751656123123e-16,0.13468030316289514,8.0
pf_fs_cognitive,15.0,25.0,31.5,330.4062638282776,0.0,8.859177152336831e-17,0.13028243446024135,8.0
pf_fs_cognitive,15.0,26.0,31.5,335.64805126190186,0.0,7.706344135300047e-17,0.12636789790121838,8.0
pf_fs_cognitive,15.0,27.0,31.5,341.01102352142334,0.0,7.040341981208692e-17,0.12259815185097978,8.0
pf_fs_cognitive,15.0,28.0,31.5,346.52222514152527,0.0,6.403689518739698e-17,0.119084014557302,8.0
pf_fs_cognitive,15.0,29.0,31.5,352.2173979282379,0.0,6.386670773944787e-17,0.11652662075357512,8.0
pf_fs_cognitive,15.0,30.0,31.5,357.9687442779541,0.0,6.69650219116061e-17,0.1139323454699479,8.0
pf_fs_cognitive,15.0,31.0,31.5,363.7329993247986,0.0,7.409349237702068e-17,0.11052272625965998,8.0
pf_fs_cognitive,15.0,32.0,31.5,369.29847836494446,0.0,6.988606796977175e-17,0.1070961180375889,8.0
pf_fs_cognitive,15.0,33.0,31.5,374.7864394187927,0.0,6.467939614766897e-17,0.10456761409295723,8.0
pf_fs_cognitive,15.0,34.0,31.5,380.36543107032776,0.0,5.075985226253284e-17,0.10220044065499678,8.0
pf_fs_cognitive,15.0,35.0,31.5,385.9776132106781,0.0,3.528642643565869e-17,0.09959426481509581,8.0
pf_fs_cognitive,15.0,36.0,31.5,391.5159194469452,0.0,3.1069327323965347e-17,0.096603395184502,8.0
pf_fs_cognitive,15.0,37.0,31.5,396.88248085975647,0.0,2.8396117812210376e-17,0.09335574810393155,8.0
pf_fs_cognitive,15.0,38.0,31.5,402.1005744934082,0.0,2.829524148214831e-17,0.09032392455264926,8.0
pf_fs_cognitive,15.0,39.0,31.5,407.265380859375,0.0,3.052404986417039e-17,0.08744057174772024,8.0
pf_fs_cognitive,15.0,40.0,31.5,412.27855229377747,0.0,3.1755834292825156e-17,0.08476788474945351,8.0
pf_fs_cognitive,15.0,41.0,31.5,417.12220644950867,0.0,3.3640945821609004e-17,0.08232369559118524,8.0
pf_fs_cognitive,15.0,42.0,31.5,421.8321883678436,0.0,3.350115891553244e-17,0.08017742511583492,8.0
pf_fs_cognitive,15.0,43.0,31.5,426.460599899292,0.0,3.473324774665263e-17,0.07799452004837804,8.0
pf_fs_cognitive,15.0,44.0,31.5,431.021532535553,0.0,3.885453949107763e-17,0.07536846099537797,8.0
pf_fs_cognitive,15.0,45.0,31.5,435.4908118247986,0.0,3.8908114324991464e-17,0.07309092258219607,8.0
pf_fs_cognitive,15.0,46.0,31.5,439.8520703315735,0.0,3.9782781722149936e-17,0.07103072592872195,8.0
pf_fs_cognitive,15.0,47.0,31.5,444.10045742988586,0.0,3.367273602691064e-17,0.06911087484331802,8.0
pf_fs_cognitive,15.0,48.0,31.5,448.253048658371,0.0,2.8630070959219974e-17,0.06700688553974032,8.0
pf_fs_cognitive,15.0,49.0,31.5,452.24099683761597,0.0,2.6788250754974702e-17,0.06526869113440625,8.0
pf_fs_cognitive,15.0,50.0,31.5,456.0478148460388,0.0,2.1580202504332632e-17,0.06367322537698783,8.0
pf_fs_cognitive,15.0,51.0,31.5,459.6848087310791,0.0,2.396197974267292e-17,0.06165293342201039,8.0
pf_fs_cognitive,15.0,52.0,31.5,463.17377376556396,0.0,2.2092829490988895e-17,0.05953713718918152,8.0
pf_fs_cognitive,15.0,53.0,31.5,466.5841107368469,0.0,2.336783906973323e-17,0.05783898395020515,8.0
pf_fs_cognitive,15.0,54.0,31.5,469.9160737991333,0.0,2.1990391443930328e-17,0.05653704013093375,8.0
pf_fs_cognitive,15.0,55.0,31.5,473.1679210662842,0.0,2.463257837399211e-17,0.05528056906769052,8.0
pf_fs_cognitive,15.0,56.0,31.5,476.36226177215576,0.0,2.666594713832506e-17,0.05379166058264673,8.0
